municipality,iata_code,coordinates
Inuvik,YEV,"-133.483001709, 68.30419921880001"
Eureka,YEU,"-85.814201355, 79.9946975708"
Edson,YET,"-116.464996338, 53.578899383499994"
Yasouj,YES,"51.545101165771, 30.700500488281"
Fort Severn,YER,"-87.67610168457031, 56.01890182495117"
,YEQ,"143.917666667, -5.10972222222"
Yeovil,YEO,"-2.638819932937622, 51.0093994140625"
Estevan,YEN,"-102.966003418, 49.2103004456"
Manitowaning,YEM,"-81.85810089111328, 45.84280014038086"
Elliot Lake,YEL,"-82.5614013672, 46.351398468"
Arviat,YEK,"-94.07080078119999, 61.0942001343"
Bursa,YEI,"29.5625991821, 40.2551994324"
Asaloyeh,YEH,"52.615501, 27.4814"
Yinchuan,YEH,"106.009003, 38.481899"
Edmonton,YEG,"-113.580001831, 53.309700012200004"
Yecheon-ri,YEC,"128.34971, 36.630373"
Bar River,YEB,"-84.0922012329, 46.42029953"
Obre Lake,YDW,"-103.12899780273, 60.316398620605"
Bloodvein River,YDV,"-96.692305, 51.784568"
Kasba Lake,YDU,"-102.50199890137, 60.291900634766"
Vancouver,YDT,"-123.012001, 49.0742"
Dawson Creek,YDQ,"-120.18299865722656, 55.7422981262207"
Nain,YDP,"-61.680301666259766, 56.549198150634766"
Dolbeau-St-FÃ©licien,YDO,"-72.375, 48.778499603271"
Dauphin,YDN,"-100.052001953125, 51.100799560546875"
Dease Lake,YDL,"-130.031997681, 58.4221992493"
Hatchet Lake,YDJ,"-103.53800201416, 58.662498474121"
Digby,YDG,"-65.7854247093, 44.5458450365"
Deer Lake,YDF,"-57.39139938354492, 49.21080017089844"
,YDE,"-57.233333587646, 53.43"
Drayton Valley,YDC,"-114.95999908447, 53.265800476074"
Burwash,YDB,"-139.04100036621094, 61.37110137939453"
Dawson City,YDA,"-139.1280059814453, 64.04309844970703"
Fairmont Hot Springs,YCZ,"-115.873001099, 50.330299377399996"
Clyde River,YCY,"-68.5167007446, 70.4860992432"
Chilliwack,YCW,"-121.939002991, 49.1528015137"
Montreal,YCV,"-73.7166976928711, 45.516700744628906"
Yuncheng,YCU,"111.031388889, 35.116391"
Coronation,YCT,"-111.444999695, 52.0750007629"
Chesterfield Inlet,YCS,"-90.73110198970001, 63.346900939899996"
Cross Lake,YCR,"-97.76080322265625, 54.610599517822266"
Chetwynd,YCQ,"-121.62699890136719, 55.687198638916016"
Kugluktuk,YCO,"-115.143997, 67.816704"
Cochrane,YCN,"-81.01360321044922, 49.10559844970703"
St Catharines,YCM,"-79.17169952392578, 43.19169998168945"
Charlo,YCL,"-66.330299, 47.990799"
Colville Lake,YCK,"-126.126, 67.02"
Miramichi,YCH,"-65.449203, 47.007801"
Castlegar,YCG,"-117.632003784, 49.2963981628"
Cortes Bay,YCF,"-124.930002, 50.0630001"
Centralia,YCE,"-81.508301, 43.285599"
Nanaimo,YCD,"-123.869862556, 49.054970224899996"
Cornwall,YCC,"-74.56330108642578, 45.09280014038086"
Cambridge Bay,YCB,"-105.138000488, 69.1081008911"
Courtenay,YCA,"-124.9820022583, 49.679401397705"
Bonnyville,YBY,"-110.744003, 54.304199"
Lourdes-De-Blanc-Sablon,YBX,"-57.185298919699996, 51.443599700899995"
Bedwell Harbour,YBW,"-123.233001709, 48.75"
Berens River,YBV,"-97.018303, 52.358898"
Brochet,YBT,"-101.679001, 57.8894"
Opapimiskan Lake,YBS,"-90.3768997192, 52.6067008972"
Brandon,YBR,"-99.951897, 49.91"
Thetis Island,YBQ,"-123.664, 48.97"
Yibin,YBP,"104.545, 28.8005555556"
Bob Quinn Lake,YBO,"-130.25, 56.9667015076"
Bronson Creek,YBM,"-131.087005615, 56.681098938"
Campbell River,YBL,"-125.271004, 49.950802"
Baker Lake,YBK,"-96.077796936, 64.29889678960001"
Baie-Johan-Beetz,YBJ,"-62.8063, 50.2838"
Black Tickle,YBI,"-55.784999847399995, 53.4693984985"
Bull Harbour,YBH,"-127.9372, 50.9179"
Bagotville,YBG,"-70.99639892578125, 48.33060073852539"
Bamfield,YBF,"-125.133003235, 48.8333015442"
Uranium City,YBE,"-108.48100280761719, 59.5614013671875"
Baie-Comeau,YBC,"-68.204399, 49.1325"
Kugaaruk,YBB,"-89.808098, 68.534401"
Banff,YBA,"-115.541861057, 51.207340469900004"
Tofino,YAZ,"-125.775583, 49.079833"
St. Anthony,YAY,"-56.083099365200006, 51.3918991089"
Angling Lake,YAX,"-89.57939910888672, 53.84920120239258"
Miners Bay,YAV,"-123.300003052, 48.8666992188"
Kattiniq,YAU,"-73.3214035034, 61.6622009277"
Attawapiskat,YAT,"-82.43190002441406, 52.9275016784668"
Yasawa Island,YAS,"177.5449981689453, -16.758899688720703"
La Grande-3,YAR,"-76.19640350339999, 53.5717010498"
Maple Bay,YAQ,"-123.6084, 48.8167"
Yap Island,YAP,"138.082993, 9.49891"
YaoundÃ©,YAO,"11.523500442504883, 3.8360400199890137"
Yangambi,YAN,"24.466999053955078, 0.7829999923706055"
Sault Ste Marie,YAM,"-84.509399, 46.485001"
Alert Bay,YAL,"-126.91600036621094, 50.58219909667969"
Yakutat,YAK,"-139.660003662, 59.5032997131"
Saturna Island,YAJ,"-123.1816, 48.7952"
Chillan,YAI,"-72.03140258789062, -36.58250045776367"
La Grande-4,YAH,"-73.6753005981, 53.754699707"
Fort Frances,YAG,"-93.439697265625, 48.65420150756836"
,YAD,"-100.343971252, 53.7062589637"
Cat Lake,YAC,"-91.82440185546875, 51.72719955444336"
Arctic Bay,YAB,"-85.0425052643, 73.0057668174"
Anahim Lake,YAA,"-125.3030014038086, 52.45249938964844"
Macau,XZM,"113.559, 22.1971"
ZabrÃ©,XZA,"-0.6169999837875366, 11.166999816894531"
Yellow River Mission,XYR,"141.792234, -3.883986"
Ye,XYE,"97.86699676513672, 15.300000190734863"
Yandina,XYA,"159.21841, -9.092816"
California,XXZ,"179.999894, 89.999845"
Riyadh,XXN,"46.72520065307617, 24.709800720214844"
Williston,XWA,"-103.748797, 48.258387"
Valenciennes/Denain,XVS,"3.46126, 50.325802"
Vinh Long,XVL,"105.9445, 10.2509"
Xuzhou,XUZ,"117.555278, 34.059056"
,XTR,"150.4770050048828, -27.156700134277344"
,XTO,"149.89999389648438, -25.801700592041016"
Tadoule Lake,XTL,"-98.512199, 58.7061"
,XTG,"143.81100463867188, -27.986400604248047"
Seletar,XSP,"103.86799621582031, 1.416949987411499"
,XSO,"122.161188126, 7.710481327750001"
South Indian Lake,XSI,"-98.9072036743, 56.7928009033"
Sebba,XSE,"0.5170000195503235, 13.449999809265137"
Tonopah,XSD,"-116.78099823, 37.7988014221"
,XSC,"-71.528503418, 21.515699386599998"
,XSB,"52.580278, 24.283611"
Jerez de la Forntera,XRY,"-6.060110092163086, 36.744598388671875"
Ross River,XRR,"-132.42300415, 61.9706001282"
New Barag Right Banner,XRQ,"116.939382, 48.575585"
Richmond,XRH,"150.781006, -33.600601"
Qualicum Beach,XQU,"-124.393997, 49.3372"
Quepos,XQP,"-84.12979888916016, 9.443160057067871"
Pine Ridge,XPR,"-102.511001587, 43.0224990845"
Poplar River,XPP,"-97.2741937637, 52.9965258788"
Comayagua,XPL,"-87.621201, 14.3824"
Pukatawagan,XPK,"-101.26599884, 55.7491989136"
Pama,XPA,"0.699999988079071, 11.25"
Orange/Caritat,XOG,"4.866720199584961, 44.140499114990234"
Nouna,XNU,"-3.867000103, 12.75"
Xingtai,XNT,"114.4293, 36.8831"
Xining,XNN,"102.042999, 36.5275"
Nasiriyah,XNH,"46.090099, 30.935801"
Quáº£ng NgÃ£i,XNG,"108.771816, 15.115474"
Fayetteville/Springdale/Rogers,XNA,"-94.306801, 36.281898"
Yam Island,XMY,"142.7760009765625, -9.90110969543457"
Macas,XMS,"-78.12079620361328, -2.2991700172424316"
Macmillan Pass,XMP,"-130.20199585, 63.181098938"
Xiamen,XMN,"118.12799835205078, 24.54400062561035"
,XML,"137.5330047607422, -34.75"
Masasi,XMI,"38.766998291015625, -10.732999801635742"
,XMH,"-146.07000732421875, -14.436800003051758"
Mahendranagar,XMG,"80.14790344238281, 28.963199615478516"
Maubeuge/Ãlesmes,XME,"4.033120155334473, 50.31050109863281"
Madison,XMD,"-97.08589935, 44.01599884"
,XMC,"149.72000122070312, -37.59830093383789"
Maramag,XMA,"125.0333, 7.7538"
Lemwerder,XLW,"8.62444, 53.144699"
Leo,XLU,"-2.0999999046325684, 11.100000381469727"
Saint Louis,XLS,"-16.463199615478516, 16.050800323486328"
Long XuyÃªn,XLO,"105.473144, 10.330134"
Lac Brochet,XLB,"-101.46900177, 58.6175003052"
Kaya,XKY,"-1.100000023841858, 13.067000389099121"
Kasabonika,XKS,"-88.6427993774414, 53.52470016479492"
Xieng Khouang,XKH,"103.157997, 19.450001"
Kantchari,XKA,"1.5, 12.467000007629395"
Mangla,XJM,"73.63839721679688, 33.05009841918945"
Ar Rayyan,XJD,"51.3149986267, 25.1173000336"
Xi'an,XIY,"108.751999, 34.447102"
Ilimanaq,XIQ,"-51.1143153906, 69.0809150007"
Xingning,XIN,"115.758003, 24.1492"
Xilinhot,XIL,"115.96399688720703, 43.91559982299805"
Ahmed Al Jaber AB,XIJ,"47.791900634799994, 28.9347991943"
Xinguara,XIG,"-49.9765, -7.0906"
Xienglom,XIE,"100.815332, 19.6203"
Xichang,XIC,"102.18399810791016, 27.989099502563477"
Kangiqsualujjuaq,XGR,"-65.9927978515625, 58.71139907836914"
Xangongo,XGN,"14.965299606323242, -16.755399703979492"
Gorom-Gorom,XGG,"-0.2329999953508377, 14.449999809265137"
Gaoua,XGA,"-3.163454, 10.384059"
Hamburg,XFW,"9.835556030273438, 53.5352783203125"
Xiangfan,XFN,"112.291, 32.1506"
Lake Geneva,XES,"-88.389603, 42.614899"
,XEN,"120.697998047, 40.580299377399996"
Djibo,XDJ,"-1.6330000162124634, 14.100000381469727"
Diebougou,XDE,"-3.25, 10.949999809265137"
Perigueux,XDA,"-1.0688899755477905, 43.68920135498047"
Charleville-MÃ©ziÃ¨res,XCZ,"4.647079944610596, 49.78390121459961"
Vatry,XCR,"4.206111111, 48.7733333333"
Colac,XCO,"143.679993, -38.286701"
Chatham-Kent,XCM,"-82.0819015503, 42.3064002991"
Cluff Lake,XCL,"-109.51599884, 58.3911018372"
Christmas Island,XCH,"105.69000244140625, -10.450599670410156"
Brockville,XBR,"-75.7502975464, 44.6394004822"
Boulsa,XBO,"-0.5669999718666077, 12.649999618530273"
Biniguni,XBN,"149.303888889, -9.6425"
Birjand,XBJ,"59.2661018371582, 32.898101806640625"
Bogande,XBG,"-0.16699999570846558, 12.982999801635742"
Bearskin Lake,XBE,"-91.0271987915039, 53.965599060058594"
Blubber Bay,XBB,"-124.621064, 49.793958"
SaÃºl,XAU,"-53.204201, 3.61361"
Aribinda,XAR,"-0.883000016212, 14.217000007600001"
ChapecÃ³,XAP,"-52.656600952148, -27.134199142456"
Ãlamos,XAL,"-108.947998, 27.035701"
Xinyang,XAI,"114.079141, 32.540819"
Urad Middle Banner,WZQ,"108.53454, 41.45958"
West Yellowstone,WYS,"-111.1179962, 44.68840027"
,WYN,"128.1529998779297, -15.51140022277832"
Yengema,WYE,"-11.04539966583252, 8.610469818115234"
Yes Bay,WYB,"-131.800994873, 55.9163017273"
Whyalla,WYA,"137.51400756835938, -33.05889892578125"
Wanxian,WXN,"108.433, 30.8017"
West Wyalong,WWY,"147.190994263, -33.9371986389"
Newtok,WWT,"-164.64100646973, 60.939098358154"
Woodward,WWR,"-99.5226667, 36.438"
Whale Pass,WWP,"-133.121994, 56.116299"
Wewak,WWK,"143.669006348, -3.58383011818"
Woodie Woodie,WWI,"121.23400115966797, -21.662799835205078"
Wildwood,WWD,"-74.9083023071, 39.008499145500004"
Wasilla,WWA,"-149.539993286, 61.5717010498"
Wilhelmshaven,WVN,"8.05222225189209, 53.502220153808594"
Waterville,WVL,"-69.6754989624, 44.5331993103"
,WVK,"48.02170181274414, -22.119699478149414"
Watsonville,WVI,"-121.790000916, 36.9356994629"
Walvis Bay,WVB,"14.6453, -22.9799"
Wuzhou,WUZ,"111.248001, 23.456699"
Wuxi,WUX,"120.429000854, 31.494400024399997"
Wuvulu Island,WUV,"142.836666667, -1.73611111111"
Wau,WUU,"27.9750003815, 7.7258300781199996"
Xinzhou,WUT,"112.969173, 38.597456"
Wuyishan,WUS,"118.000999, 27.7019"
,WUN,"120.22100067138672, -26.629199981689453"
Wasum,WUM,"149.337, -6.0491"
Murrin Murrin,WUI,"121.89099, -28.705299"
Wuhan,WUH,"114.208, 30.7838"
Wau,WUG,"146.718611111, -7.345555555560001"
,WUD,"135.44700622558594, -33.04330062866211"
Wuhai,WUA,"106.7993, 39.7934"
,WTZ,"175.6790008544922, -36.83169937133789"
Wantoat,WTT,"146.467777778, -6.1325"
Tsiroanomandidy,WTS,"46.054065, -18.759677"
Whiteriver,WTR,"-109.9869995, 33.8125"
Fatima Mission,WTP,"147.2525, -8.54583333333"
Wotho Island,WTO,"166.0030059814453, 10.173299789428711"
Waddington,WTN,"-0.523810982704, 53.1661987305"
Tuntutuliak,WTL,"-162.667007446, 60.3353004456"
Noatak,WTK,"-162.97500610351562, 67.56610107421875"
Wotje Atoll,WTE,"170.238611, 9.458333"
West End,WTD,"-78.97499847410002, 26.685300827"
Toowoomba,WTB,"151.793335, -27.558332"
Tambohorano,WTA,"43.972801208496094, -17.47610092163086"
,WSZ,"171.58099365234375, -41.73809814453125"
,WSY,"148.755, -20.27611"
Westsound,WSX,"-122.95300293, 48.6179008484"
Wasu,WSU,"147.19822526, -5.96170944919"
Westerly,WST,"-71.8033981323, 41.3496017456"
Wasior-Papua Island,WSR,"134.5061, -2.721"
Waspam,WSP,"-83.96939849853516, 14.7391996383667"
Washabo,WSO,"-57.185302, 5.215277"
South Naknek,WSN,"-157.007995605, 58.7033996582"
Wiseman,WSM,"-150.123001099, 67.4046020508"
Shirley,WSH,"-72.86940002440001, 40.8218994141"
Washington,WSG,"-80.29019927979999, 40.1365013123"
White Sands,WSD,"-106.4029999, 32.34149933"
Steamboat Bay,WSB,"-133.641998291, 55.5295982361"
Wasua,WSA,"142.8697, -8.2836"
Weerawila,WRZ,"81.23519897460001, 6.25448989868"
Westray,WRY,"-2.95000004768, 59.3502998352"
,WRW,"120.702003479, -20.8442001343"
Warton,WRT,"-2.88306, 53.745098"
WrocÅaw,WRO,"16.885799408, 51.1026992798"
Windarling Mine,WRN,"119.39, -30.031667"
Worland,WRL,"-107.95099639892578, 43.9656982421875"
Wrightstown,WRI,"-74.59169769, 40.0155983"
Wrangell,WRG,"-132.3699951, 56.48429871"
,WRE,"174.36500549316406, -35.7682991027832"
Warner Robins,WRB,"-83.5919036865, 32.6400985718"
Warder,WRA,"45.3334, 6.9724"
Puerto Williams,WPU,"-67.62629699707031, -54.93109893798828"
Porvenir,WPR,"-70.31919860839844, -53.253700256347656"
Paonia,WPO,"-107.646003723, 38.8316993713"
Wipim,WPM,"142.882003784, -8.788220405579999"
,WPL,"-124.532997131, 49.8833007812"
,WPK,"144.0019989013672, -16.658300399780273"
Pincher Creek,WPC,"-113.997001648, 49.520599365200006"
Port BergÃ©,WPB,"47.623587, -15.584286"
Puerto Aysen,WPA,"-72.67030334472656, -45.399200439453125"
Willow,WOW,"-150.052001953, 61.7541999817"
Wang-an,WOT,"119.50277709960938, 23.367372512817383"
Wonsan,WOS,"127.486, 39.166801"
Wondoola,WON,"140.891998291, -18.5750007629"
,WOL,"150.789001, -34.5611"
Wonken,WOK,"-61.733333587646484, 5.25"
Bergen Op Zoom,WOE,"4.34203, 51.4491"
Wonenara,WOA,"145.891944444, -6.796861111110001"
Wenzhou,WNZ,"120.851997, 27.912201"
Wanuma,WNU,"145.3213, -4.8961"
Nawabashah,WNS,"68.390099, 26.2194"
,WNR,"142.66700744628906, -25.41309928894043"
Naga,WNP,"123.2699966430664, 13.58489990234375"
Wunnumin Lake,WNN,"-89.28919982910156, 52.89390182495117"
Wangi-wangi Island,WNI,"123.634, -5.293996"
Wenshan,WNH,"104.3255, 23.5583"
,WND,"122.241996765, -28.4750003815"
Napakiak,WNA,"-161.97900390625, 60.69029998779297"
Wamena-Papua Island,WMX,"138.957001, -4.10251"
Zunyi,WMT,"106.33268, 27.81638"
Mananara Nord,WMR,"49.773799896240234, -16.16390037536621"
Mampikony,WMP,"47.644164562200004, -16.0722693402"
White Mountain,WMO,"-163.412994385, 64.689201355"
,WMN,"49.68830108642578, -15.436699867248535"
Malaimbandy,WML,"45.5433726311, -20.355390292099997"
Meyers Chuck,WMK,"-132.255004883, 55.7396011353"
Warsaw,WMI,"20.6518, 52.451099"
Mountain Home,WMH,"-92.47049713130001, 36.3689002991"
,WME,"120.55500030517578, -27.286399841308594"
Mandabe,WMD,"44.9404120445, -21.0463049303"
Winnemucca,WMC,"-117.805999756, 40.8965988159"
,WMB,"142.44700622558594, -38.2952995300293"
Mandritsara,WMA,"48.833284, -15.833049"
Willows,WLW,"-122.2180023, 39.51639938"
Wallis Island,WLS,"-176.199005127, -13.2383003235"
Loring,WLR,"-131.636993408, 55.6012992859"
,WLP,"118.707222222, -23.1355555556"
,WLO,"129.32000732421875, -16.6299991607666"
,WLL,"137.93453, -17.2199"
Selawik,WLK,"-159.9859924, 66.60009766"
Walaha,WLH,"167.690994263, -15.411999702500001"
Wellington,WLG,"174.804992676, -41.3272018433"
,WLE,"150.17500305176, -26.808300018311"
Winfield/Arkansas City,WLD,"-97.0375976562, 37.168598175"
,WLC,"151.56700134277344, -31"
Wallal,WLA,"120.649002075, -19.7735996246"
,WKR,"-78.39969635009766, 27.266700744628906"
Wakunai,WKN,"155.2223, -5.8603"
Waikoloa Village,WKL,"-155.8607, 19.9205"
Aleknagik,WKK,"-158.617996216, 59.2826004028"
Wakkanai,WKJ,"141.800994873, 45.4042015076"
Hwange,WKI,"26.519791, -18.362967"
Pretoria,WKF,"28.222499847399998, -25.829999923699997"
,WKB,"142.41900634765625, -36.32109832763672"
,WKA,"169.24600219727, -44.722198486328"
Wonju,WJU,"127.963858, 37.441201"
Wajir,WJR,"40.091599, 1.73324"
Lancaster,WJF,"-118.2190018, 34.74110031"
Woja,WJA,"168.55, 7.45083333333"
Garove Island,WIU,"149.440112, -4.689522"
,WIT,"118.3479995727539, -22.218299865722656"
Wairoa,WIR,"177.40699768066406, -39.006900787353516"
,WIO,"143.375, -31.526399612426758"
,WIN,"143.08599853515625, -22.36359977722168"
Nairobi,WIL,"36.81480026245117, -1.321720004081726"
,WIK,"175.08599853515625, -36.80889892578125"
Wiesbaden,WIE,"8.325400352478027, 50.049800872802734"
British Armed Forces,WID,"6.2151, 51.1141"
Wick,WIC,"-3.09306001663208, 58.458900451660156"
Vernon,WIB,"-99.2837982178, 34.2257003784"
Wuhu,WHU,"118.408997, 31.3906"
Wharton,WHT,"-96.1544036865, 29.254299163800003"
Whalsay,WHS,"-0.9255560040473938, 60.377498626708984"
Los Angeles,WHP,"-118.413002014, 34.2593002319"
,WHO,"170.13400268554688, -43.36309814453125"
Welshpool,WHL,"146.445331, -38.682382"
,WHK,"176.91400146484375, -37.92060089111328"
Wadi Halfa,WHF,"31.521578, 21.802698"
Hyder,WHD,"-130.009975, 55.903324"
Wagny,WGY,"12.2608, -0.6035"
Wagau,WGU,"146.8022, -6.8519"
,WGT,"146.3070068359375, -36.41579818725586"
Waingapu-Sumba Island,WGP,"120.302002, -9.66922"
Winchester,WGO,"-78.14440155, 39.14350128"
Shaoyang,WGN,"110.642, 26.802"
,WGE,"148.12600708007812, -30.032800674438477"
Warangal,WGC,"79.602203, 17.9144"
Bahawalnagar,WGB,"73.24909973144531, 29.946300506591797"
Wagga Wagga,WGA,"147.466003418, -35.1652984619"
Frenchville,WFK,"-68.31279754639999, 47.2854995728"
,WFI,"47.111698150634766, -21.441600799560547"
Ketchikan,WFB,"-131.677002, 55.349899"
,WEW,"149.4080047607422, -30.25830078125"
Wagethe-Papua Island,WET,"136.2779998779297, -4.044229984283447"
Weam,WEP,"141.1381, -8.6184"
West Malling,WEM,"0.4, 51.27"
Weipa,WEI,"141.925003052, -12.6786003113"
Weihai,WEH,"122.22899627685547, 37.18709945678711"
Weifang,WEF,"119.119003, 36.646702"
Wedau,WED,"150.0826, -10.0954"
Weatherford,WEA,"-97.6824035645, 32.7462997437"
Shiyan,WDS,"110.907778, 32.591667"
Winder,WDR,"-83.66739655, 33.98289871"
East Sound,WDN,"-123.017998, 48.7118"
,WDI,"151.85800170898438, -26.283300399780273"
Windhoek,WDH,"17.4709, -22.4799"
Enid,WDG,"-97.7910995483, 36.3791999817"
Wadi Ain,WDA,"45.54999923706055, 14.866999626159668"
Chandalar Lake,WCR,"-148.483001709, 67.5045013428"
Chaiten,WCH,"-72.6990966796875, -42.93280029296875"
Carosue Dam Gold Mine,WCD,"122.3221, -30.1737"
Castro,WCA,"-73.77279663085938, -42.490299224853516"
Wilkes-Barre,WBW,"-75.8511962891, 41.2971992493"
Boulder,WBU,"-105.225997925, 40.0393981934"
Big Rapids,WBR,"-85.50409698490002, 43.7225990295"
Beaver,WBQ,"-147.406997681, 66.362197876"
Beroroha,WBO,"45.136020183599996, -21.606983764699997"
,WBM,"143.89500427246094, -5.6433000564575195"
West Branch,WBK,"-84.179802, 44.244801"
Jagel,WBG,"9.51633, 54.459301"
Bealanana,WBE,"48.691413, -14.544277"
Befandriana,WBD,"48.483001708984375, -15.199999809265137"
Wapolu,WBC,"150.5093, -9.3376"
Stebbins,WBB,"-162.277999878, 63.5159988403"
Seram Island,WBA,"129.484, -2.8114"
,WAZ,"151.9429931640625, -28.14940071105957"
Waynesburg,WAY,"-80.13310242, 39.90010071"
Zuwara,WAX,"12.0155, 32.952301"
Warsaw,WAW,"20.967100143399996, 52.1656990051"
,WAV,"131.1179962158203, -17.393299102783203"
Wauchope,WAU,"134.215276, -20.640614"
Waterford,WAT,"-7.0869598388671875, 52.187198638916016"
Swach,WAR,"140.994, -3.235"
Antsalova,WAQ,"44.614921, -18.701273"
Alto Palena,WAP,"-71.806098938, -43.6119003296"
Wabo,WAO,"145.075111111, -6.98944444444"
Waverney,WAN,"141.9254, -25.3563"
Ambatondrazaka,WAM,"48.442583, -17.795378"
Wallops Island,WAL,"-75.4664001465, 37.9402008057"
Ankazoabo,WAK,"44.5315361023, -22.2964423522"
Wavoi Falls,WAJ,"142.6557, -6.9523"
Antsohihy,WAI,"47.993900299072266, -14.898799896240234"
Wahpeton,WAH,"-96.6073989868, 46.2440986633"
Wanganui,WAG,"175.02499389648438, -39.96220016479492"
Waana,WAF,"69.57039642333984, 32.3046989440918"
,WAE,"45.199600219699995, 20.504299163800003"
Andriamena,WAD,"47.7233, -17.631"
Waca,WAC,"37.16699981689453, 7.166999816894531"
Wabag,WAB,"143.72, -5.4915"
Wales,WAA,"-168.095, 65.622593"
Peru,VYS,"-89.153099, 41.351898"
Vilyuisk,VYI,"121.69333648682, 63.75666809082"
Vryheid,VYD,"30.79640007019043, -27.78689956665039"
VÃ¤xjÃ¶,VXO,"14.727999687194824, 56.929100036621094"
SÃ£o Pedro,VXE,"-25.055299758911133, 16.833200454711914"
Lichinga,VXC,"35.2663, -13.274"
Illizi,VVZ,"8.62265014648, 26.7234992981"
Vladivostok,VVO,"132.1479949951172, 43.39899826049805"
Las Malvinas,VVN,"-72.939332, -11.854861"
VÃ¤stervik,VVK,"16.52359962463379, 57.779998779296875"
Santa Cruz,VVI,"-63.135399, -17.6448"
Villavicencio,VVC,"-73.6138, 4.16787"
Mahanoro,VVB,"48.79999923706055, -19.83300018310547"
Liwonde National Park,VUU,"35.3013888889, -14.8386111111"
Velikiy Ustyug,VUS,"46.2599983215332, 60.788299560546875"
Valledupar,VUP,"-73.2495, 10.435"
Visakhapatnam,VTZ,"83.224503, 17.721201"
Las Tunas,VTU,"-76.93579864501953, 20.987600326538086"
Valentine,VTN,"-100.5479965, 42.85779953"
Beersheba,VTM,"35.012298584, 31.208299636799996"
Vung Tau,VTG,"107.09500122070312, 10.3725004196167"
Vatulele,VTF,"177.63900756835938, -18.512500762939453"
Vientiane,VTE,"102.56300354, 17.988300323500003"
Vitebsk,VTB,"30.349599838257, 55.126499176025"
Stockholm / VÃ¤sterÃ¥s,VST,"16.63360023498535, 59.58940124511719"
Luhansk,VSG,"39.3740997314, 48.4174003601"
Springfield,VSF,"-72.51730347, 43.34360123"
Viseu,VSE,"-7.88899, 40.725498"
Villahermosa,VSA,"-92.81739807128906, 17.996999740600586"
